asset,mean_contribution,cum_contribution,avg_abs_weight
SLV,0.000195857560297249,0.015752655393400206,0.05276212345679012
GLD,0.00015622077291590442,0.012687665820670935,0.047462049382716046
XLC,6.97136397462888e-05,0.0056537341495805915,0.03531279012345679
XLRE,5.098708786408649e-05,0.0041339917422440475,0.029504444444444444
XLK,4.670192885201833e-05,0.0037687793877150266,0.04614307407407407
QQQ,3.715772242192884e-05,0.0030015174295530134,0.03568306172839506
LQD,2.0881395667010297e-05,0.0016914132100240842,0.022832283950617285
TIP,1.8093145317990708e-05,0.0014662102665012888,0.0253809012345679
SHY,1.3227652549787648e-05,0.0010718505997453498,0.060958530864197544
EEM,1.1636088113032648e-05,0.0009395457895602366,0.021929987654320988
XLF,8.416576140738674e-06,0.0006758438098752872,0.02952786419753086
QUAL,4.835628444309711e-06,0.000390001781131355,0.022349938271604933
HYG,3.1145326376980205e-06,0.00025202554522141263,0.02805699999999999
USMV,-6.792063358799657e-06,-0.0005517367727708722,0.024493345679012346
MTUM,-7.659668223958487e-06,-0.0006265059894912106,0.02747561728395062
IEF,-1.2990767227437763e-05,-0.0010527700494248338,0.03052060493827161
SPY,-1.6502503042575933e-05,-0.001337795709125511,0.021488012345679014
USO,-2.123666163218568e-05,-0.0018814133570905778,0.07123966666666667
EWJ,-2.5319610660268726e-05,-0.0020518951513492922,0.02140146913580247
MDY,-2.707294677018397e-05,-0.0021924491678717573,0.01115637037037037
XLI,-3.4062078885636284e-05,-0.002756811962832395,0.021264246913580243
EFA,-3.564893853689661e-05,-0.002886489831191774,0.02071569135802469
XLU,-5.303263826828384e-05,-0.004303523704665024,0.03659295061728395
IWM,-5.552159397641901e-05,-0.004494078327986317,0.02084869135802469
TLT,-5.562817678463918e-05,-0.004506801622166878,0.04223266666666667
PDBC,-5.8260308423869494e-05,-0.004723289154358379,0.04517656790123457
XLV,-6.0871352411890326e-05,-0.004923003489688438,0.02968613580246913
XLP,-6.223833558106704e-05,-0.005031272388090979,0.026799814814814815
XLY,-7.274278693662802e-05,-0.005884842893463693,0.032788604938271605
XLE,-0.0001453105678630895,-0.011765043216181992,0.06199087654320987
