asset,mean_contribution,cum_contribution,avg_abs_weight
SLV,0.0004544163239386809,0.03713807401154545,0.037144518518518514
GLD,0.0002351976416279035,0.0191620769212848,0.06283706172839505
XLK,0.00010889171317227263,0.00882558060847094,0.05330796296296296
QQQ,6.611522507676299e-05,0.005344255192292646,0.053142444444444444
XLC,5.8393126866270684e-05,0.0047289639301399955,0.04900898765432098
TLT,4.843383158797219e-05,0.00392509490993409,0.023680345679012352
LQD,3.446155355172569e-05,0.0027927805388678895,0.022370567901234567
IEF,3.155558752010275e-05,0.002558005633261029,0.030169135802469133
TIP,2.4348527771716678e-05,0.0019735163276173306,0.024953987654320987
SHY,1.9193506756931096e-05,0.0015556425774005955,0.07564655555555555
QUAL,8.09123305503757e-06,0.0006455728681373785,0.03742181481481482
XLV,7.739442785371192e-06,0.0006198090315068239,0.030103432098765433
USMV,-4.07432660087762e-06,-0.00033259359765325236,0.028461950617283956
HYG,-7.67872008046978e-06,-0.000622304944354557,0.0329145061728395
XLP,-1.576857790515366e-05,-0.0012794660272550384,0.03293169135802469
XLRE,-2.2013014883982455e-05,-0.0017876431022736394,0.03587237037037037
PDBC,-2.653517317080639e-05,-0.002172146987906687,0.04157501234567902
XLY,-2.795473646869619e-05,-0.0022682047188691268,0.032063481481481484
SPY,-3.0500210719991846e-05,-0.0024740146430538568,0.03451961728395062
XLF,-3.8112841528061716e-05,-0.0030972295092133173,0.04843716049382716
EFA,-6.21378844830564e-05,-0.005028146140777956,0.02979230864197531
MTUM,-6.26437041400741e-05,-0.005081598974868484,0.03614830864197531
USO,-6.522337012355763e-05,-0.005347713358099804,0.03847796296296296
EEM,-6.645992174057312e-05,-0.005380558064124075,0.027550938271604937
EWJ,-8.62878755354811e-05,-0.006972150219168638,0.027865580246913584
MDY,-9.909861646561176e-05,-0.008004246738770426,0.0223288024691358
XLI,-0.00011179750273571158,-0.009025488087925804,0.037693135802469135
XLU,-0.00014208161334809533,-0.011478527379870873,0.04243719753086421
IWM,-0.00015152031412132263,-0.012217105211528856,0.02339254320987654
XLE,-0.000329002547062961,-0.02637687457835447,0.04608677777777778
