variant,policy,lookback,rebalance_every,alloc_fraction,selection_count,effective_max_position,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_etf_rotation,momentum_rotation,253,21,0.9,2,26832,1000000.0,2017.0355858800617,2017.0355858800617,-997982.96441412,7767414.672292186,3883.707336146093,0.0,0.0,1000000.0,0.9979829644141199,False,52,42,2349,5,1576,-0.9979829644141199,-0.6283726249384507,6.301627455667671,0.7209637901868265,-0.9979829644141199,0.008883248730964468
