Date,equity
2020-08-11,1000000.0
2020-08-12,1000000.0
2020-08-13,1000000.0
2020-08-14,1000000.0
2020-08-17,1000000.0
2020-08-18,1000000.0
2020-08-19,1000000.0
2020-08-20,1000000.0
2020-08-21,1000000.0
2020-08-24,1000000.0
2020-08-25,1000000.0
2020-08-26,1000000.0
2020-08-27,1000000.0
2020-08-28,1000000.0
2020-08-31,1000000.0
2020-09-01,1000000.0
2020-09-02,1000000.0
2020-09-03,1000000.0
2020-09-04,1000000.0
2020-09-08,1000000.0
2020-09-09,1000000.0
2020-09-10,1000000.0
2020-09-11,1000000.0
2020-09-14,1000000.0
2020-09-15,1000000.0
2020-09-16,1000000.0
2020-09-17,1000000.0
2020-09-18,1000000.0
2020-09-21,1000000.0
2020-09-22,1000000.0
2020-09-23,1000000.0
2020-09-24,1000000.0
2020-09-25,1000000.0
2020-09-28,1000000.0
2020-09-29,1000000.0
2020-09-30,1000000.0
2020-10-01,1000000.0
2020-10-02,1000000.0
2020-10-05,1000000.0
2020-10-06,1000000.0
2020-10-07,1000000.0
2020-10-08,1000000.0
2020-10-09,1000000.0
2020-10-12,1000000.0
2020-10-13,1000000.0
2020-10-14,1000000.0
2020-10-15,1000000.0
2020-10-16,1000000.0
2020-10-19,1000000.0
2020-10-20,1000000.0
2020-10-21,1000000.0
2020-10-22,1000000.0
2020-10-23,1000000.0
2020-10-26,1000000.0
2020-10-27,1000000.0
2020-10-28,1000000.0
2020-10-29,1000000.0
2020-10-30,1000000.0
2020-11-02,1000000.0
2020-11-03,1000000.0
2020-11-04,1000000.0
2020-11-05,1000000.0
2020-11-06,1000000.0
2020-11-09,1000000.0
2020-11-10,1000000.0
2020-11-11,1000000.0
2020-11-12,1000000.0
2020-11-13,1000000.0
2020-11-16,1000000.0
2020-11-17,1000000.0
2020-11-18,1000000.0
2020-11-19,1000000.0
2020-11-20,1000000.0
2020-11-23,1000000.0
2020-11-24,1000000.0
2020-11-25,1000000.0
2020-11-27,1000000.0
2020-11-30,1000000.0
2020-12-01,1000000.0
2020-12-02,1000000.0
2020-12-03,1000000.0
2020-12-04,1000000.0
2020-12-07,1000000.0
2020-12-08,1000000.0
2020-12-09,1000000.0
2020-12-10,1000000.0
2020-12-11,1000000.0
2020-12-14,1000000.0
2020-12-15,1000000.0
2020-12-16,1000000.0
2020-12-17,1000000.0
2020-12-18,1000000.0
2020-12-21,1000000.0
2020-12-22,1000000.0
2020-12-23,1000000.0
2020-12-24,1000000.0
2020-12-28,1000000.0
2020-12-29,1000000.0
2020-12-30,1000000.0
2020-12-31,1000000.0
2021-01-04,99314.30267982939
2021-01-05,99314.30267982939
2021-01-06,99314.30267982939
2021-01-07,99314.30267982939
2021-01-08,99314.30267982939
2021-01-11,99314.30267982939
2021-01-12,99314.30267982939
2021-01-13,99314.30267982939
2021-01-14,99314.30267982939
2021-01-15,99314.30267982939
2021-01-19,99314.30267982939
2021-01-20,99314.30267982939
2021-01-21,99314.30267982939
2021-01-22,99314.30267982939
2021-01-25,99314.30267982939
2021-01-26,99314.30267982939
2021-01-27,99314.30267982939
2021-01-28,99314.30267982939
2021-01-29,99314.30267982939
2021-02-01,99314.30267982939
2021-02-02,99314.30267982939
2021-02-03,440638.84108061646
2021-02-04,91927.56176631569
2021-02-05,91927.56176631569
2021-02-08,91927.56176631569
2021-02-09,91927.56176631569
2021-02-10,91927.56176631569
2021-02-11,91927.56176631569
2021-02-12,91927.56176631569
2021-02-16,91927.56176631569
2021-02-17,91927.56176631569
2021-02-18,91927.56176631569
2021-02-19,91927.56176631569
2021-02-22,91927.56176631569
2021-02-23,91927.56176631569
2021-02-24,91927.56176631569
2021-02-25,91927.56176631569
2021-02-26,91927.56176631569
2021-03-01,91927.56176631569
2021-03-02,91927.56176631569
2021-03-03,91927.56176631569
2021-03-04,91927.56176631569
2021-03-05,146638.18188764565
2021-03-08,66912.49282251266
2021-03-09,66912.49282251266
2021-03-10,66912.49282251266
2021-03-11,66912.49282251266
2021-03-12,66912.49282251266
2021-03-15,66912.49282251266
2021-03-16,66912.49282251266
2021-03-17,66912.49282251266
2021-03-18,66912.49282251266
2021-03-19,66912.49282251266
2021-03-22,66912.49282251266
2021-03-23,66912.49282251266
2021-03-24,66912.49282251266
2021-03-25,66912.49282251266
2021-03-26,66912.49282251266
2021-03-29,66912.49282251266
2021-03-30,66912.49282251266
2021-03-31,66912.49282251266
2021-04-01,66912.49282251266
2021-04-05,66912.49282251266
2021-04-06,574759.4967050699
2021-04-07,114545.56947875425
2021-04-08,114545.56947875425
2021-04-09,114545.56947875425
2021-04-12,114545.56947875425
2021-04-13,114545.56947875425
2021-04-14,114545.56947875425
2021-04-15,114545.56947875425
2021-04-16,114545.56947875425
2021-04-19,114545.56947875425
2021-04-20,114545.56947875425
2021-04-21,114545.56947875425
2021-04-22,114545.56947875425
2021-04-23,114545.56947875425
2021-04-26,114545.56947875425
2021-04-27,114545.56947875425
2021-04-28,114545.56947875425
2021-04-29,114545.56947875425
2021-04-30,114545.56947875425
2021-05-03,114545.56947875425
2021-05-04,114545.56947875425
2021-05-05,120357.34386282157
2021-05-06,120357.34386282157
2021-05-07,120357.34386282157
2021-05-10,120357.34386282157
2021-05-11,120357.34386282157
2021-05-12,120357.34386282157
2021-05-13,120357.34386282157
2021-05-14,120357.34386282157
2021-05-17,120357.34386282157
2021-05-18,120357.34386282157
2021-05-19,120357.34386282157
2021-05-20,120357.34386282157
2021-05-21,120357.34386282157
2021-05-24,120357.34386282157
2021-05-25,120357.34386282157
2021-05-26,120357.34386282157
2021-05-27,120357.34386282157
2021-05-28,120357.34386282157
2021-06-01,120357.34386282157
2021-06-02,120357.34386282157
2021-06-03,120357.34386282157
2021-06-04,138059.44157998322
2021-06-07,138059.44157998322
2021-06-08,138059.44157998322
2021-06-09,138059.44157998322
2021-06-10,138059.44157998322
2021-06-11,138059.44157998322
2021-06-14,138059.44157998322
2021-06-15,138059.44157998322
2021-06-16,138059.44157998322
2021-06-17,138059.44157998322
2021-06-18,138059.44157998322
2021-06-21,138059.44157998322
2021-06-22,138059.44157998322
2021-06-23,138059.44157998322
2021-06-24,138059.44157998322
2021-06-25,138059.44157998322
2021-06-28,138059.44157998322
2021-06-29,138059.44157998322
2021-06-30,138059.44157998322
2021-07-01,138059.44157998322
2021-07-02,138059.44157998322
2021-07-06,147721.96613557418
2021-07-07,147721.96613557418
2021-07-08,147721.96613557418
2021-07-09,147721.96613557418
2021-07-12,147721.96613557418
2021-07-13,147721.96613557418
2021-07-14,147721.96613557418
2021-07-15,147721.96613557418
2021-07-16,147721.96613557418
2021-07-19,147721.96613557418
2021-07-20,147721.96613557418
2021-07-21,147721.96613557418
2021-07-22,147721.96613557418
2021-07-23,147721.96613557418
2021-07-26,147721.96613557418
2021-07-27,147721.96613557418
2021-07-28,147721.96613557418
2021-07-29,147721.96613557418
2021-07-30,147721.96613557418
2021-08-02,147721.96613557418
2021-08-03,147721.96613557418
2021-08-04,138221.1047660722
2021-08-05,138221.1047660722
2021-08-06,138221.1047660722
2021-08-09,138221.1047660722
2021-08-10,138221.1047660722
2021-08-11,138221.1047660722
2021-08-12,138221.1047660722
2021-08-13,138221.1047660722
2021-08-16,138221.1047660722
2021-08-17,138221.1047660722
2021-08-18,138221.1047660722
2021-08-19,138221.1047660722
2021-08-20,138221.1047660722
2021-08-23,138221.1047660722
2021-08-24,138221.1047660722
2021-08-25,138221.1047660722
2021-08-26,138221.1047660722
2021-08-27,138221.1047660722
2021-08-30,138221.1047660722
2021-08-31,138221.1047660722
2021-09-01,138221.1047660722
2021-09-02,175081.41666510282
2021-09-03,175081.41666510282
2021-09-07,175081.41666510282
2021-09-08,175081.41666510282
2021-09-09,175081.41666510282
2021-09-10,175081.41666510282
2021-09-13,175081.41666510282
2021-09-14,175081.41666510282
2021-09-15,175081.41666510282
2021-09-16,175081.41666510282
2021-09-17,175081.41666510282
2021-09-20,175081.41666510282
2021-09-21,175081.41666510282
2021-09-22,175081.41666510282
2021-09-23,175081.41666510282
2021-09-24,175081.41666510282
2021-09-27,175081.41666510282
2021-09-28,175081.41666510282
2021-09-29,175081.41666510282
2021-09-30,175081.41666510282
2021-10-01,175081.41666510282
2021-10-04,135965.19883390682
2021-10-05,135965.19883390682
2021-10-06,135965.19883390682
2021-10-07,135965.19883390682
2021-10-08,135965.19883390682
2021-10-11,135965.19883390682
2021-10-12,135965.19883390682
2021-10-13,135965.19883390682
2021-10-14,135965.19883390682
2021-10-15,135965.19883390682
2021-10-18,135965.19883390682
2021-10-19,135965.19883390682
2021-10-20,135965.19883390682
2021-10-21,135965.19883390682
2021-10-22,135965.19883390682
2021-10-25,135965.19883390682
2021-10-26,135965.19883390682
2021-10-27,135965.19883390682
2021-10-28,135965.19883390682
2021-10-29,135965.19883390682
2021-11-01,135965.19883390682
2021-11-02,199898.7788964446
2021-11-03,199898.7788964446
2021-11-04,199898.7788964446
2021-11-05,199898.7788964446
2021-11-08,199898.7788964446
2021-11-09,199898.7788964446
2021-11-10,199898.7788964446
2021-11-11,199898.7788964446
2021-11-12,199898.7788964446
2021-11-15,199898.7788964446
2021-11-16,199898.7788964446
2021-11-17,199898.7788964446
2021-11-18,199898.7788964446
2021-11-19,199898.7788964446
2021-11-22,199898.7788964446
2021-11-23,199898.7788964446
2021-11-24,199898.7788964446
2021-11-26,199898.7788964446
2021-11-29,199898.7788964446
2021-11-30,199898.7788964446
2021-12-01,199898.7788964446
2021-12-02,169788.46209110925
2021-12-03,169788.46209110925
2021-12-06,169788.46209110925
2021-12-07,169788.46209110925
2021-12-08,169788.46209110925
2021-12-09,169788.46209110925
2021-12-10,169788.46209110925
2021-12-13,169788.46209110925
2021-12-14,169788.46209110925
2021-12-15,169788.46209110925
2021-12-16,169788.46209110925
2021-12-17,169788.46209110925
2021-12-20,169788.46209110925
2021-12-21,169788.46209110925
2021-12-22,169788.46209110925
2021-12-23,169788.46209110925
2021-12-27,169788.46209110925
2021-12-28,169788.46209110925
2021-12-29,169788.46209110925
2021-12-30,169788.46209110925
2021-12-31,169788.46209110925
2022-01-03,206176.3536941779
2022-01-04,206176.3536941779
2022-01-05,206176.3536941779
2022-01-06,206176.3536941779
2022-01-07,206176.3536941779
2022-01-10,206176.3536941779
2022-01-11,206176.3536941779
2022-01-12,206176.3536941779
2022-01-13,206176.3536941779
2022-01-14,206176.3536941779
2022-01-18,206176.3536941779
2022-01-19,206176.3536941779
2022-01-20,206176.3536941779
2022-01-21,206176.3536941779
2022-01-24,206176.3536941779
2022-01-25,206176.3536941779
2022-01-26,206176.3536941779
2022-01-27,206176.3536941779
2022-01-28,206176.3536941779
2022-01-31,206176.3536941779
2022-02-01,206176.3536941779
2022-02-02,152701.1921196661
2022-02-03,152701.1921196661
2022-02-04,152701.1921196661
2022-02-07,152701.1921196661
2022-02-08,152701.1921196661
2022-02-09,152701.1921196661
2022-02-10,152701.1921196661
2022-02-11,152701.1921196661
2022-02-14,152701.1921196661
2022-02-15,152701.1921196661
2022-02-16,152701.1921196661
2022-02-17,152701.1921196661
2022-02-18,152701.1921196661
2022-02-22,152701.1921196661
2022-02-23,152701.1921196661
2022-02-24,152701.1921196661
2022-02-25,152701.1921196661
2022-02-28,152701.1921196661
2022-03-01,152701.1921196661
2022-03-02,152701.1921196661
2022-03-03,152701.1921196661
2022-03-04,514731.1118641771
2022-03-07,88672.47750220342
2022-03-08,88672.47750220342
2022-03-09,88672.47750220342
2022-03-10,88672.47750220342
2022-03-11,88672.47750220342
2022-03-14,88672.47750220342
2022-03-15,88672.47750220342
2022-03-16,88672.47750220342
2022-03-17,88672.47750220342
2022-03-18,88672.47750220342
2022-03-21,88672.47750220342
2022-03-22,88672.47750220342
2022-03-23,88672.47750220342
2022-03-24,88672.47750220342
2022-03-25,88672.47750220342
2022-03-28,88672.47750220342
2022-03-29,88672.47750220342
2022-03-30,88672.47750220342
2022-03-31,88672.47750220342
2022-04-01,88672.47750220342
2022-04-04,130140.18390776626
2022-04-05,110409.97983952079
2022-04-06,110409.97983952079
2022-04-07,110409.97983952079
2022-04-08,110409.97983952079
2022-04-11,110409.97983952079
2022-04-12,110409.97983952079
2022-04-13,110409.97983952079
2022-04-14,110409.97983952079
2022-04-18,110409.97983952079
2022-04-19,110409.97983952079
2022-04-20,110409.97983952079
2022-04-21,110409.97983952079
2022-04-22,110409.97983952079
2022-04-25,110409.97983952079
2022-04-26,110409.97983952079
2022-04-27,110409.97983952079
2022-04-28,110409.97983952079
2022-04-29,110409.97983952079
2022-05-02,110409.97983952079
2022-05-03,110409.97983952079
2022-05-04,353844.4019065505
2022-05-05,71862.91045366507
2022-05-06,71862.91045366507
2022-05-09,71862.91045366507
2022-05-10,71862.91045366507
2022-05-11,71862.91045366507
2022-05-12,71862.91045366507
2022-05-13,71862.91045366507
2022-05-16,71862.91045366507
2022-05-17,71862.91045366507
2022-05-18,71862.91045366507
2022-05-19,71862.91045366507
2022-05-20,71862.91045366507
2022-05-23,71862.91045366507
2022-05-24,71862.91045366507
2022-05-25,71862.91045366507
2022-05-26,71862.91045366507
2022-05-27,71862.91045366507
2022-05-31,71862.91045366507
2022-06-01,71862.91045366507
2022-06-02,71862.91045366507
2022-06-03,762216.5872212566
2022-06-06,47068.5576046026
2022-06-07,47068.5576046026
2022-06-08,47068.5576046026
2022-06-09,47068.5576046026
2022-06-10,47068.5576046026
2022-06-13,47068.5576046026
2022-06-14,47068.5576046026
2022-06-15,47068.5576046026
2022-06-16,47068.5576046026
2022-06-17,47068.5576046026
2022-06-21,47068.5576046026
2022-06-22,47068.5576046026
2022-06-23,47068.5576046026
2022-06-24,47068.5576046026
2022-06-27,47068.5576046026
2022-06-28,47068.5576046026
2022-06-29,47068.5576046026
2022-06-30,47068.5576046026
2022-07-01,47068.5576046026
2022-07-05,47068.5576046026
2022-07-06,440885.22244206775
2022-07-07,440885.22244206775
2022-07-08,440885.22244206775
2022-07-11,440885.22244206775
2022-07-12,440885.22244206775
2022-07-13,440885.22244206775
2022-07-14,440885.22244206775
2022-07-15,440885.22244206775
2022-07-18,440885.22244206775
2022-07-19,440885.22244206775
2022-07-20,2017.0355858800617
2022-07-21,2017.0355858800617
2022-07-22,2017.0355858800617
2022-07-25,2017.0355858800617
2022-07-26,2017.0355858800617
2022-07-27,2017.0355858800617
2022-07-28,2017.0355858800617
2022-07-29,2017.0355858800617
2022-08-01,2017.0355858800617
2022-08-02,2017.0355858800617
2022-08-03,2017.0355858800617
2022-08-04,2017.0355858800617
2022-08-05,2017.0355858800617
2022-08-08,2017.0355858800617
2022-08-09,2017.0355858800617
2022-08-10,2017.0355858800617
2022-08-11,2017.0355858800617
2022-08-12,2017.0355858800617
2022-08-15,2017.0355858800617
2022-08-16,2017.0355858800617
2022-08-17,2017.0355858800617
2022-08-18,2017.0355858800617
2022-08-19,2017.0355858800617
2022-08-22,2017.0355858800617
2022-08-23,2017.0355858800617
2022-08-24,2017.0355858800617
2022-08-25,2017.0355858800617
2022-08-26,2017.0355858800617
2022-08-29,2017.0355858800617
2022-08-30,2017.0355858800617
2022-08-31,2017.0355858800617
2022-09-01,2017.0355858800617
2022-09-02,2017.0355858800617
2022-09-06,2017.0355858800617
2022-09-07,2017.0355858800617
2022-09-08,2017.0355858800617
2022-09-09,2017.0355858800617
2022-09-12,2017.0355858800617
2022-09-13,2017.0355858800617
2022-09-14,2017.0355858800617
2022-09-15,2017.0355858800617
2022-09-16,2017.0355858800617
2022-09-19,2017.0355858800617
2022-09-20,2017.0355858800617
2022-09-21,2017.0355858800617
2022-09-22,2017.0355858800617
2022-09-23,2017.0355858800617
2022-09-26,2017.0355858800617
2022-09-27,2017.0355858800617
2022-09-28,2017.0355858800617
2022-09-29,2017.0355858800617
2022-09-30,2017.0355858800617
2022-10-03,2017.0355858800617
2022-10-04,2017.0355858800617
2022-10-05,2017.0355858800617
2022-10-06,2017.0355858800617
2022-10-07,2017.0355858800617
2022-10-10,2017.0355858800617
2022-10-11,2017.0355858800617
2022-10-12,2017.0355858800617
2022-10-13,2017.0355858800617
2022-10-14,2017.0355858800617
2022-10-17,2017.0355858800617
2022-10-18,2017.0355858800617
2022-10-19,2017.0355858800617
2022-10-20,2017.0355858800617
2022-10-21,2017.0355858800617
2022-10-24,2017.0355858800617
2022-10-25,2017.0355858800617
2022-10-26,2017.0355858800617
2022-10-27,2017.0355858800617
2022-10-28,2017.0355858800617
2022-10-31,2017.0355858800617
2022-11-01,2017.0355858800617
2022-11-02,2017.0355858800617
2022-11-03,2017.0355858800617
2022-11-04,2017.0355858800617
2022-11-07,2017.0355858800617
2022-11-08,2017.0355858800617
2022-11-09,2017.0355858800617
2022-11-10,2017.0355858800617
2022-11-11,2017.0355858800617
2022-11-14,2017.0355858800617
2022-11-15,2017.0355858800617
2022-11-16,2017.0355858800617
2022-11-17,2017.0355858800617
2022-11-18,2017.0355858800617
2022-11-21,2017.0355858800617
2022-11-22,2017.0355858800617
2022-11-23,2017.0355858800617
2022-11-25,2017.0355858800617
2022-11-28,2017.0355858800617
2022-11-29,2017.0355858800617
2022-11-30,2017.0355858800617
2022-12-01,2017.0355858800617
2022-12-02,2017.0355858800617
2022-12-05,2017.0355858800617
2022-12-06,2017.0355858800617
2022-12-07,2017.0355858800617
2022-12-08,2017.0355858800617
2022-12-09,2017.0355858800617
2022-12-12,2017.0355858800617
2022-12-13,2017.0355858800617
2022-12-14,2017.0355858800617
2022-12-15,2017.0355858800617
2022-12-16,2017.0355858800617
2022-12-19,2017.0355858800617
2022-12-20,2017.0355858800617
2022-12-21,2017.0355858800617
2022-12-22,2017.0355858800617
2022-12-23,2017.0355858800617
2022-12-27,2017.0355858800617
2022-12-28,2017.0355858800617
2022-12-29,2017.0355858800617
2022-12-30,2017.0355858800617
2023-01-03,2017.0355858800617
2023-01-04,2017.0355858800617
2023-01-05,2017.0355858800617
2023-01-06,2017.0355858800617
2023-01-09,2017.0355858800617
2023-01-10,2017.0355858800617
2023-01-11,2017.0355858800617
2023-01-12,2017.0355858800617
2023-01-13,2017.0355858800617
2023-01-17,2017.0355858800617
2023-01-18,2017.0355858800617
2023-01-19,2017.0355858800617
2023-01-20,2017.0355858800617
2023-01-23,2017.0355858800617
2023-01-24,2017.0355858800617
2023-01-25,2017.0355858800617
2023-01-26,2017.0355858800617
2023-01-27,2017.0355858800617
2023-01-30,2017.0355858800617
2023-01-31,2017.0355858800617
2023-02-01,2017.0355858800617
2023-02-02,2017.0355858800617
2023-02-03,2017.0355858800617
2023-02-06,2017.0355858800617
2023-02-07,2017.0355858800617
2023-02-08,2017.0355858800617
2023-02-09,2017.0355858800617
2023-02-10,2017.0355858800617
2023-02-13,2017.0355858800617
2023-02-14,2017.0355858800617
2023-02-15,2017.0355858800617
2023-02-16,2017.0355858800617
2023-02-17,2017.0355858800617
2023-02-21,2017.0355858800617
2023-02-22,2017.0355858800617
2023-02-23,2017.0355858800617
2023-02-24,2017.0355858800617
2023-02-27,2017.0355858800617
2023-02-28,2017.0355858800617
2023-03-01,2017.0355858800617
2023-03-02,2017.0355858800617
2023-03-03,2017.0355858800617
2023-03-06,2017.0355858800617
2023-03-07,2017.0355858800617
2023-03-08,2017.0355858800617
2023-03-09,2017.0355858800617
2023-03-10,2017.0355858800617
2023-03-13,2017.0355858800617
2023-03-14,2017.0355858800617
2023-03-15,2017.0355858800617
2023-03-16,2017.0355858800617
2023-03-17,2017.0355858800617
2023-03-20,2017.0355858800617
2023-03-21,2017.0355858800617
2023-03-22,2017.0355858800617
2023-03-23,2017.0355858800617
2023-03-24,2017.0355858800617
2023-03-27,2017.0355858800617
2023-03-28,2017.0355858800617
2023-03-29,2017.0355858800617
2023-03-30,2017.0355858800617
2023-03-31,2017.0355858800617
2023-04-03,2017.0355858800617
2023-04-04,2017.0355858800617
2023-04-05,2017.0355858800617
2023-04-06,2017.0355858800617
2023-04-10,2017.0355858800617
2023-04-11,2017.0355858800617
2023-04-12,2017.0355858800617
2023-04-13,2017.0355858800617
2023-04-14,2017.0355858800617
2023-04-17,2017.0355858800617
2023-04-18,2017.0355858800617
2023-04-19,2017.0355858800617
2023-04-20,2017.0355858800617
2023-04-21,2017.0355858800617
2023-04-24,2017.0355858800617
2023-04-25,2017.0355858800617
2023-04-26,2017.0355858800617
2023-04-27,2017.0355858800617
2023-04-28,2017.0355858800617
2023-05-01,2017.0355858800617
2023-05-02,2017.0355858800617
2023-05-03,2017.0355858800617
2023-05-04,2017.0355858800617
2023-05-05,2017.0355858800617
2023-05-08,2017.0355858800617
2023-05-09,2017.0355858800617
2023-05-10,2017.0355858800617
2023-05-11,2017.0355858800617
2023-05-12,2017.0355858800617
2023-05-15,2017.0355858800617
2023-05-16,2017.0355858800617
2023-05-17,2017.0355858800617
2023-05-18,2017.0355858800617
2023-05-19,2017.0355858800617
2023-05-22,2017.0355858800617
2023-05-23,2017.0355858800617
2023-05-24,2017.0355858800617
2023-05-25,2017.0355858800617
2023-05-26,2017.0355858800617
2023-05-30,2017.0355858800617
2023-05-31,2017.0355858800617
2023-06-01,2017.0355858800617
2023-06-02,2017.0355858800617
2023-06-05,2017.0355858800617
2023-06-06,2017.0355858800617
2023-06-07,2017.0355858800617
2023-06-08,2017.0355858800617
2023-06-09,2017.0355858800617
2023-06-12,2017.0355858800617
2023-06-13,2017.0355858800617
2023-06-14,2017.0355858800617
2023-06-15,2017.0355858800617
2023-06-16,2017.0355858800617
2023-06-20,2017.0355858800617
2023-06-21,2017.0355858800617
2023-06-22,2017.0355858800617
2023-06-23,2017.0355858800617
2023-06-26,2017.0355858800617
2023-06-27,2017.0355858800617
2023-06-28,2017.0355858800617
2023-06-29,2017.0355858800617
2023-06-30,2017.0355858800617
2023-07-03,2017.0355858800617
2023-07-05,2017.0355858800617
2023-07-06,2017.0355858800617
2023-07-07,2017.0355858800617
2023-07-10,2017.0355858800617
2023-07-11,2017.0355858800617
2023-07-12,2017.0355858800617
2023-07-13,2017.0355858800617
2023-07-14,2017.0355858800617
2023-07-17,2017.0355858800617
2023-07-18,2017.0355858800617
2023-07-19,2017.0355858800617
2023-07-20,2017.0355858800617
2023-07-21,2017.0355858800617
2023-07-24,2017.0355858800617
2023-07-25,2017.0355858800617
2023-07-26,2017.0355858800617
2023-07-27,2017.0355858800617
2023-07-28,2017.0355858800617
2023-07-31,2017.0355858800617
2023-08-01,2017.0355858800617
2023-08-02,2017.0355858800617
2023-08-03,2017.0355858800617
2023-08-04,2017.0355858800617
2023-08-07,2017.0355858800617
2023-08-08,2017.0355858800617
2023-08-09,2017.0355858800617
2023-08-10,2017.0355858800617
2023-08-11,2017.0355858800617
2023-08-14,2017.0355858800617
2023-08-15,2017.0355858800617
2023-08-16,2017.0355858800617
2023-08-17,2017.0355858800617
2023-08-18,2017.0355858800617
2023-08-21,2017.0355858800617
2023-08-22,2017.0355858800617
2023-08-23,2017.0355858800617
2023-08-24,2017.0355858800617
2023-08-25,2017.0355858800617
2023-08-28,2017.0355858800617
2023-08-29,2017.0355858800617
2023-08-30,2017.0355858800617
2023-08-31,2017.0355858800617
2023-09-01,2017.0355858800617
2023-09-05,2017.0355858800617
2023-09-06,2017.0355858800617
2023-09-07,2017.0355858800617
2023-09-08,2017.0355858800617
2023-09-11,2017.0355858800617
2023-09-12,2017.0355858800617
2023-09-13,2017.0355858800617
2023-09-14,2017.0355858800617
2023-09-15,2017.0355858800617
2023-09-18,2017.0355858800617
2023-09-19,2017.0355858800617
2023-09-20,2017.0355858800617
2023-09-21,2017.0355858800617
2023-09-22,2017.0355858800617
2023-09-25,2017.0355858800617
2023-09-26,2017.0355858800617
2023-09-27,2017.0355858800617
2023-09-28,2017.0355858800617
2023-09-29,2017.0355858800617
2023-10-02,2017.0355858800617
2023-10-03,2017.0355858800617
