variant,policy,lookback,base_shares,selection_count,effective_max_position,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_etf_core,equal_weight,21,500,5,26832,1000000.0,534383.6215048174,534383.6215048174,-465616.3784951826,465383.68665185664,232.69184332592835,0.0,0.0,1000000.0,0.4656163784951826,False,5,5,0,5,1576,-0.46561637849518256,-0.09511545683359746,0.1861283746522621,-0.39999999999785085,-0.46561637849518256,0.0
