variant,total_return,cagr,annual_vol,sharpe,max_drawdown,avg_turnover,cycles
baseline,0.019152935654797032,0.06080012882654606,0.04597229723900045,1.307006819095907,-0.01467523480762778,0.08362804938271605,81.0
performance_v2,-0.019271400878778655,-0.058744553590800996,0.09834245026093977,-0.5665079535254512,-0.07020062117432047,0.44751548,81.0
benchmark_spy,0.10154973551438062,0.3510749908146207,0.25567650562474475,1.3012989505182408,-0.052314078655442464,,
benchmark_60_40,0.10507064517736975,0.36455562353247917,0.16186015197793943,2.0008116796399387,-0.044473613921527266,,
