asset,mean_contribution,cum_contribution,avg_abs_weight
SLV,0.0003948050836373767,0.004730388201027447,0.03829783333333333
GLD,0.00023195874631274426,0.0027857875478187744,0.035729916666666674
XLI,9.982360638011903e-05,0.0011980321951816642,0.012958416666666667
TIP,9.181570173540266e-05,0.001102209297433987,0.039707250000000006
XLY,5.8190277848890824e-05,0.000697764043639193,0.02799866666666666
EWJ,3.672742973352856e-05,0.0004406610270151212,0.0086795
IWM,3.2025707184944934e-05,0.0003843474589861895,0.008647083333333333
MDY,3.0427816266094507e-05,0.00036515538646453294,0.0034734999999999996
EEM,1.8900003651358416e-05,0.00022646643637469488,0.010820916666666666
SHY,1.4591591623768064e-05,0.0001750799141164716,0.09703100000000002
QUAL,7.78747154768497e-06,9.307283595960669e-05,0.018527666666666668
USMV,7.274599071279233e-06,8.71658172616474e-05,0.011564666666666666
SPY,6.5375837093414635e-06,7.79237084638229e-05,0.021231333333333328
EFA,2.1643768762188746e-07,2.597252251490545e-06,0.0015551666666666667
IEF,-7.748645196989269e-07,-9.623641402889405e-06,0.062419083333333326
LQD,-4.8044409994000395e-06,-5.768702816499882e-05,0.027593333333333327
XLC,-1.1835621979480197e-05,-0.00014205751281126666,0.003243
XLP,-1.2417894094094204e-05,-0.0001490147291290933,0.0014968333333333333
HYG,-2.592307077769477e-05,-0.000311250340083169,0.025036333333333338
XLV,-2.631346009975578e-05,-0.0003157696488036432,0.0018383333333333335
MTUM,-3.801475181489766e-05,-0.0004571186204546107,0.025277083333333335
XLF,-0.00010117643403608092,-0.0012137884925854658,0.010302583333333334
QQQ,-0.00010789944013860202,-0.0013112112851544344,0.08096266666666667
XLRE,-0.00015277961319183565,-0.0018323653937512008,0.018088666666666666
TLT,-0.00017091231300027138,-0.002051467548230934,0.05772658333333333
PDBC,-0.00018606370760148274,-0.0022320666699990888,0.025018833333333327
XLK,-0.00019655828865745576,-0.002373998616340911,0.06588033333333333
XLU,-0.0002899333942779492,-0.0034746196200008406,0.01876816666666667
XLE,-0.0002895706766225586,-0.0034864821120592637,0.07600191666666668
USO,-0.001275164544412033,-0.015306655606709962,0.07546391666666667
