variant,policy,lookback,base_shares,selection_count,effective_max_position,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_defensive_core,inverse_volatility,63,500,5,26832,1000000.0,604315.6612392324,604315.6612392324,-395684.3387607676,395486.5954630362,197.7432977315181,0.0,0.0,1000000.0,0.3956843387607676,False,5,5,0,5,1576,-0.3956843387607676,-0.07719048981909704,0.15817330800715962,-0.39999999999747116,-0.3956843387607676,0.0
