variant,policy,lookback,target_gross_fraction,selection_count,effective_max_position,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_etf_core,equal_weight,21,0.95,100,216328,1000000.0,49203.01438614986,49203.01438614986,-950796.9856138502,950321.8247014994,475.16091235074975,0.0,0.0,1000000.0,0.9507969856138502,False,28,28,53515,28,1963,-0.9507969856138502,-0.32003592959605287,0.3405785314413436,-0.3583857795333443,-0.9507969856138502,0.0
