Date,cash
2020-10-01,981918.6952289921
2020-10-02,981918.6952289921
2020-10-05,982053.1187345047
2020-10-06,982053.1187345047
2020-10-07,982100.0756016772
2020-10-08,982100.0756016772
2020-10-09,982100.0756016772
2020-10-12,982384.8199256457
2020-10-13,982546.3148460714
2020-10-14,982546.3148460714
2020-10-15,982546.3148460714
