variant,policy,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_min_variance,minimum_variance,1000000.0,986685.8760710524,986685.8760710524,-13314.123928947607,785507.5011957389,392.75375059786904,0.0,0.0,1000000.0,0.02663263978487195,False,2394,2394,0,5,1576,0.0051279048778931635,0.0008161325981830281,0.007491760919316407,0.11291587652279363,-0.01837937538216783,0.35215736040609136
