variant,total_return,cagr,annual_vol,sharpe,max_drawdown,avg_turnover,cycles
baseline,0.0009528304333028537,0.0060180096005797434,0.04460291964335394,0.15680561563951068,-0.01942986611295372,0.15653325,40.0
ai_native_v2,0.0011916741078235038,0.007531295770021096,0.044181533368987704,0.19189871653520396,-0.019567506455764105,0.19280466875881302,40.0
benchmark_spy,0.034276954513290825,0.23655131071271862,0.13795912041077993,1.608829777640987,-0.04159696561838677,,
benchmark_equal_weight,0.02141924997583633,0.14284002544922636,0.12123062395703867,1.1621237500523898,-0.022856764547689923,,
