asset,mean_contribution,cum_contribution,avg_abs_weight
SLV,0.00020445342030431143,0.0166022213500141,0.03698744444444444
XLE,9.250022488359681e-05,0.007469839332493233,0.046284320987654316
XLC,6.536516435191289e-05,0.005304211463649233,0.0287
LQD,6.508984435856114e-05,0.005279362164457124,0.0441533086419753
TIP,5.1594277036537476e-05,0.004186422778806875,0.058422518518518526
GLD,4.167977374511032e-05,0.003373238194832595,0.02344635802469136
XLRE,2.9657283164438306e-05,0.0024024682561061272,0.019119901234567898
EFA,2.076130825023414e-05,0.001679935395440424,0.023987395061728395
SHY,1.1930142440657159e-05,0.0009667264020309929,0.06499612345679012
SPY,5.5533353875148076e-06,0.0004496813523364729,0.0060791111111111115
EEM,5.588975278838711e-06,0.00043908558147731647,0.047573691358024695
XLI,3.5280832055531037e-06,0.00028288953867283695,0.022182086419753087
QUAL,1.6979086334835586e-06,0.00013636728190014047,0.01951492592592593
USO,1.3433564669659883e-06,1.4617009824746674e-06,0.06055049382716049
USMV,-4.877289351953654e-07,-4.067670453511418e-05,0.024145061728395062
EWJ,-1.682073612931046e-06,-0.00013750586747729443,0.012955061728395063
HYG,-2.5949867446581377e-06,-0.00021045233690752951,0.025094629629629626
IEF,-3.3831744083727872e-06,-0.00027419732211442227,0.016412925925925925
QQQ,-3.2847586191034814e-06,-0.0002743693281325177,0.03720640740740741
XLK,-1.1413756631253822e-05,-0.0009550150350378095,0.058630728395061726
XLU,-1.6339017820773314e-05,-0.0013341300091482822,0.032942271604938275
XLP,-2.4411252903794282e-05,-0.001977070046568552,0.019657604938271605
MTUM,-2.7075454631287285e-05,-0.0021979619042720167,0.032630000000000006
XLY,-2.8673810578310078e-05,-0.0023228031160034135,0.01841281481481482
XLV,-4.48897631219968e-05,-0.0036327257410715408,0.029111814814814816
MDY,-4.917485617280624e-05,-0.0039774595167841875,0.01824829629629629
PDBC,-5.273325689296485e-05,-0.004269765720377738,0.037395333333333336
IWM,-5.9526085465591295e-05,-0.004815291435290026,0.019165641975308643
TLT,-6.697442873342162e-05,-0.005417546192093892,0.0461403950617284
XLF,-8.264461400540609e-05,-0.006678287437172137,0.03917940740740741
