asset,mean_contribution,cum_contribution,avg_abs_weight
SPY,0.00039416416460912024,0.0371073571898175,0.1314397311827957
IWM,-5.078329216215945e-07,-0.00016258381242439945,0.07420968817204301
GLD,-8.301750174814033e-05,-0.0077018489398910095,0.04050367741935484
TLT,-9.959694949298762e-05,-0.009236437786853124,0.04186516129032258
QQQ,-0.0001301812730907783,-0.012145584506876195,0.05948362365591396
