asset,mean_contribution,cum_contribution,avg_abs_weight
SLV,0.00021746023560424,0.017618916290253583,0.04106681481481481
GLD,0.00014522951191837133,0.011804421610410065,0.045361543209876544
XLC,9.268614908685496e-05,0.007526763534671188,0.0402012962962963
XLK,6.268072563504901e-05,0.005076050242595054,0.03854923456790123
XLRE,3.8224282633497e-05,0.0030970318101926075,0.02987212345679012
QQQ,3.4297186720615214e-05,0.002772121567051533,0.037100197530864194
XLF,2.7906255149534035e-05,0.0022550240714265257,0.03770608641975309
TIP,2.7482329816986824e-05,0.0022280581465865534,0.02114096296296296
LQD,1.5004056625326851e-05,0.0012145745179406031,0.021924617283950617
SHY,1.3718279835269089e-05,0.0011116927295982126,0.05094055555555555
QUAL,5.155293455516349e-07,3.851492758588648e-05,0.024839160493827162
HYG,-1.0502119957193657e-06,-8.535874960224898e-05,0.02757265432098765
USO,-1.1261557048869665e-06,-0.00018966367800032913,0.060142814814814816
IEF,-3.7083600364619428e-06,-0.00030127007702962505,0.03209900000000001
EEM,-1.5341535642747057e-05,-0.0012484662232795651,0.028796913580246913
SPY,-2.0665994868741174e-05,-0.0016751814336097848,0.02366758024691358
USMV,-2.2063373085280272e-05,-0.001787308034771895,0.024805432098765432
TLT,-2.6068436066448252e-05,-0.0021195079890869994,0.04118455555555556
EFA,-2.7130542101196414e-05,-0.0021980488391846187,0.016488012345679013
MTUM,-2.7622800145779082e-05,-0.0022441563306639933,0.02570988888888889
EWJ,-3.161586817691556e-05,-0.002561445882696245,0.02186667901234568
XLY,-3.649662774885543e-05,-0.002956820091302381,0.027060679012345677
XLV,-3.889026396074089e-05,-0.0031508207581529835,0.029952802469135804
PDBC,-4.366328652046921e-05,-0.0035452859645281887,0.051100456790123455
IWM,-5.291317111348091e-05,-0.004285068287767313,0.023128395061728396
XLP,-5.659483072846335e-05,-0.004576584888462798,0.030415320987654322
MDY,-6.942671973380032e-05,-0.0056119812943403735,0.01673874074074074
XLU,-7.975345650499751e-05,-0.00645377873162567,0.03658762962962963
XLI,-8.585577571799175e-05,-0.006935663236316669,0.027734037037037036
XLE,-0.00011353152537177014,-0.009216221452464812,0.06065872839506172
