variant,policy,lookback,target_gross_fraction,selection_count,effective_max_position,starting_cash,ending_cash,ending_equity,pnl,turnover,total_fees,total_borrow_cost,total_cash_yield,peak_equity,max_drawdown_raw,halted_by_risk,submitted_orders,filled_orders,rejected_orders,symbols,rows,total_return,cagr,annual_vol,sharpe,max_drawdown,win_rate
nanoback_defensive_core,inverse_volatility,63,0.95,100,216328,1000000.0,49291.91005170463,49291.91005170463,-950708.0899482954,950232.9734615646,475.1164867307824,0.0,0.0,1000000.0,0.9507080899482954,False,28,28,52402,28,1963,-0.9507080899482954,-0.31987872193145706,0.3405466887286676,-0.3583857795333441,-0.9507080899482954,0.0
