,baseline,performance_v2,benchmark_spy,benchmark_60_40
2020-02-04,1.0109221316936192,1.0177447656573102,1.020625891618264,1.025884879234081
2020-03-05,0.945730911566775,0.9643867414548373,0.9381222218515127,1.0194952510571749
2020-04-03,0.8824289348704197,0.8666779287882528,0.7743228504349644,0.9389910940438347
2020-05-05,0.9417765685062457,0.9263182857064376,0.8928784471817501,1.0203599524856022
2020-06-04,0.9714987954331356,0.9325152029527216,0.9714054129821376,1.052927816591923
2020-07-06,0.9904393422549854,0.9654776440642984,0.9935105736074483,1.083057262085653
2020-08-04,0.9977125688556144,1.0080154683413922,1.0342788390573703,1.1332317591297096
2020-09-02,1.0310168591752582,1.0512955851920234,1.1208918418949516,1.1744166677903962
2020-10-02,1.0033443437756626,0.9888761203570102,1.0503113633497239,1.1229429483710973
2020-11-02,0.9977083715416334,0.9806174115196827,1.0388597078461785,1.1045576528776175
2020-12-02,1.0267881198890514,1.0538095787722024,1.1539771223058293,1.1719484578894772
2020-12-31,1.0283103062550474,1.084684647000666,1.181297581595047,1.1935299025083208
