asset,mean_contribution,cum_contribution,avg_abs_weight
SPY,6.455681208486284e-05,0.0007189075777811471,0.18522616666666666
GLD,-2.5776122878782363e-05,-0.0003103516249028937,0.02648316666666667
TLT,-7.76475618183586e-05,-0.0009622469064972661,0.1667681666666667
QQQ,-0.00011402214950532259,-0.0014621530359280044,0.22961616666666665
IWM,-0.0003835594592687802,-0.00459808833973363,0.07994966666666666
